代码,标的,市值快照日期,快照时间,总市值(亿元),市值状态,观察状态,边界复核,主层级,细分,来源网站,来源条数,当前等级,第一变量,样本角色,下一步回源,证伪点
002028,思源电气,2026-07-10,20260710161433,1187.40,>=100亿元,强制观察,否,晶圆制造与材料,半导体概念,东方财富,1,L0/L1,订单、客户、材料/设备收入、国产替代验证,题材外溢/低纯度观察,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
301165,锐捷网络,2026-07-10,20260710161500,1153.84,>=100亿元,强制观察,否,云与算力运营、供配电与温控、安全合规治理、应用平台、待二次归类、数据中心与基础设施、高速互联,AIGC概念、AI应用、AI智能体、CPO概念、东数西算(算力)、中国AI 50、数据中心、数据中心(AIDC)、液冷服务器、液冷概念、算力概念、网络安全,东方财富、同花顺,13,L0/L1,付费客户、续费、项目收入、调用量、OCF、合同交付、起租、利用率、回款、OCF、安全产品收入、政企客户、回款、合规需求、待补第一变量、机柜资源、上架率、利用率、融资成本、订单、交付、收入确认、OCF和客户结构、速率升级、客户、订单、ASP、产能利用率,细分候选/组内补漏、题材外溢/低纯度观察,回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF、回源公告、年报、订单、客户、产能、毛利率和现金流字段、回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润、只有发布会/题材标签，未形成付费、续费、合同或收入验证、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足、无法回源到正式经营变量，维持L0/L1或剔除
601868,中国能建,2026-07-10,20260710161436,1128.12,>=100亿元,强制观察,否,终端与具身智能,机器人概念,东方财富,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
002460,赣锋锂业,2026-07-10,20260710161406,1124.46,>=100亿元,强制观察,否,终端与具身智能,人形机器人,东方财富,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
600673,东阳光,2026-07-10,20260710161436,1118.05,>=100亿元,强制观察,否,终端与具身智能,人形机器人、机器人概念,东方财富,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
000938,紫光股份,2026-07-10,20260710161412,1098.56,>=100亿元,强制观察,否,云与算力运营、供配电与温控、安全合规治理、应用平台、待二次归类、数据中心与基础设施、计算芯片、高速互联,AI应用、AI智能体、CPO概念、东数西算(算力)、中国AI 50、云计算、人工智能、液冷服务器、液冷概念、算力概念、算力租赁、网络安全、英伟达概念,东方财富、同花顺,13,L0/L1,付费客户、续费、项目收入、调用量、OCF、合同交付、起租、利用率、回款、OCF、安全产品收入、政企客户、回款、合规需求、待补第一变量、机柜资源、上架率、利用率、融资成本、芯片出货、客户导入、国产替代、端侧/推理渗透、订单、交付、收入确认、OCF和客户结构、速率升级、客户、订单、ASP、产能利用率,细分候选/组内补漏、题材外溢/低纯度观察,回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF、回源公告、年报、订单、客户、产能、毛利率和现金流字段、回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润、只有发布会/题材标签，未形成付费、续费、合同或收入验证、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足、无法回源到正式经营变量，维持L0/L1或剔除
688111,XD金山办,2026-07-10,20260710161433,1084.68,>=100亿元,强制观察,否,待二次归类,中国AI 50、人工智能,东方财富、同花顺,2,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
002156,通富微电,2026-07-10,20260710161430,1076.74,>=100亿元,强制观察,否,终端与具身智能,AIPC,东方财富,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
300223,北京君正,2026-07-10,20260710161442,1063.58,>=100亿元,强制观察,否,存储链、待二次归类、晶圆制造与材料、终端与具身智能、计算芯片,人工智能、传感器、半导体概念、国产芯片、存储芯片、机器人概念、机器视觉,东方财富、同花顺,7,L0/L1,价格、出货、客户绑定、测试/封测配套收入、出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量、芯片出货、客户导入、国产替代、端侧/推理渗透、订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足、无法回源到正式经营变量，维持L0/L1或剔除
601727,上海电气,2026-07-10,20260710161436,1059.84,>=100亿元,强制观察,否,终端与具身智能,人形机器人、机器人概念,东方财富,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
688396,华润微,2026-07-10,20260710161437,1050.61,>=100亿元,强制观察,否,终端与具身智能,机器人概念,东方财富,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
688766,普冉股份,2026-07-10,20260710161453,1045.39,>=100亿元,强制观察,否,存储链,存储芯片,东方财富,1,L0/L1,价格、出货、客户绑定、测试/封测配套收入,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
601127,赛力斯,2026-07-10,20260710161449,1043.45,>=100亿元,强制观察,否,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
002230,科大讯飞,2026-07-10,20260710161439,1037.46,>=100亿元,强制观察,否,待二次归类、数据层、终端与具身智能,AI语料、中国AI 50、人工智能、人形机器人、机器人概念,东方财富、同花顺,5,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量、数据授权、采集/清洗、客户、合规与付费,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
002602,世纪华通,2026-07-10,20260710161451,1034.84,>=100亿元,强制观察,否,待二次归类,人工智能,东方财富,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
688183,生益电子,2026-07-10,20260710161440,1030.24,>=100亿元,强制观察,否,终端与具身智能、高速互联,AIPC、PCB,东方财富,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、速率升级、客户、订单、ASP、产能利用率,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
688200,华峰测控,2026-07-10,20260710161500,1012.90,>=100亿元,强制观察,否,晶圆制造与材料,第三代半导体,东方财富,1,L0/L1,订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
600549,厦门钨业,2026-07-10,20260710161452,1005.74,>=100亿元,强制观察,否,终端与具身智能,机器人概念,东方财富,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
601689,拓普集团,2026-07-10,20260710161433,996.82,>=100亿元,强制观察,否,供配电与温控、待二次归类、数据中心与基础设施、终端与具身智能,中国AI 50、数据中心(AIDC)、机器人执行器、机器人概念、液冷服务器、液冷概念,东方财富、同花顺,6,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量、机柜资源、上架率、利用率、融资成本、订单、交付、收入确认、OCF和客户结构,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF、回源公告、年报、订单、客户、产能、毛利率和现金流字段、按细分补公告、年报、IR或产品页回源,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足、无法回源到正式经营变量，维持L0/L1或剔除
