代码,标的,市值快照日期,快照时间,总市值(亿元),市值来源,市值状态,观察状态,AI路由状态,边界复核,主层级,细分,来源网站,来源条数,当前等级,第一变量,样本角色,下一步回源,证伪点,路由结论,审计状态,建议主层级,建议细分,业务证据等级,业务证据来源,业务证据抓取日期,公司类型,主营业务,判定理由,下一步动作
688012,中微公司,2026-07-10,15:34:59,4161.92,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,AI产业链相关,已初筛,芯片制造与材料,半导体设备/晶圆制造/半导体材料,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/688012.phtml,2026-07-12,其它,高端半导体设备的研发、生产和销售。,主营业务或公司类型出现“半导体设备”，可定位为半导体设备/晶圆制造/半导体材料的直接供给或服务线索。,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。
688235,百济神州,2026-07-10,15:34:59,4128.54,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,不适用,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,非AI,已初筛,非AI,制药与医药流通,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/688235.phtml,2026-07-12,其它,研究、开发、生产以及商业化创新型药物,主营业务出现“药物”，当前可见主业属于制药与医药流通，未见直接AI产业链产品或服务。,保留审计记录；如后续年报、公告或产品页披露直接AI产业链产品，再重新路由。
601998,中信银行,2026-07-10,15:34:59,3978.63,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,不适用,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,非AI,已初筛,非AI,金融服务,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/601998.phtml,2026-07-12,股份制商业银行,公司银行业务、零售银行业务及资金资本市场业务。,主营业务出现“商业银行”，当前可见主业属于金融服务，未见直接AI产业链产品或服务。,保留审计记录；如后续年报、公告或产品页披露直接AI产业链产品，再重新路由。
603993,洛阳钼业,2026-07-10,15:34:59,3744.00,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/603993.phtml,2026-07-12,其它,主要从事钼、钨及黄金等稀贵金属的开采、选冶、深加工、贸易、科研等。生产所需原辅材料、机械设备、仪器仪表、零配件的进口(上述进出口项目凭资格证书经营)。金属贸易。,主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
600276,恒瑞医药,2026-07-10,15:34:59,3700.24,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,不适用,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,非AI,已初筛,非AI,制药与医药流通,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/600276.phtml,2026-07-12,其它,"江苏恒瑞医药股份有限公司是一家主要从事药品的研发、生产和销售的中国公司。该公司专注于肿瘤领域,覆盖激酶抑制剂、抗体偶联药物(ADC)、肿瘤免疫、激素受体调控、脱氧核糖核酸(DNA)修复及表观遗传、支持治疗等研究领域。该公司的产品包括抗肿瘤、镇痛麻醉和造影剂,应用于自身免疫疾病、代谢性疾病、心血管疾病、感染疾病、呼吸系统疾病、血液疾病、疼痛管理、神经系统疾病、眼科、肾病等领域。该公司主要在国内外市场开展其业务。",主营业务出现“药物”，当前可见主业属于制药与医药流通，未见直接AI产业链产品或服务。,保留审计记录；如后续年报、公告或产品页披露直接AI产业链产品，再重新路由。
603259,药明康德,2026-07-10,15:34:59,3678.97,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,不适用,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,非AI,已初筛,非AI,制药与医药流通,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/603259.phtml,2026-07-12,其它,"小分子化学药的发现、研发及生产全方位、一体化平台服务,以全产业链平台的形式面向全球制药企业提供各类新药的研发、生产及配套服务。",主营业务出现“化学药”，当前可见主业属于制药与医药流通，未见直接AI产业链产品或服务。,保留审计记录；如后续年报、公告或产品页披露直接AI产业链产品，再重新路由。
601166,兴业银行,2026-07-10,15:34:59,3667.52,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,不适用,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,非AI,已初筛,非AI,金融服务,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/601166.phtml,2026-07-12,股份制商业银行,公司业务、同业业务、资金业务、零售业务四大类。,主营业务出现“商业银行”，当前可见主业属于金融服务，未见直接AI产业链产品或服务。,保留审计记录；如后续年报、公告或产品页披露直接AI产业链产品，再重新路由。
688802,沐曦股份-U,2026-07-10,15:34:59,3638.31,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,计算芯片,AI芯片,东方财富,1,L0/L1,芯片出货、客户导入、国产替代、端侧/推理渗透,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足,AI产业链相关,已路由,计算芯片,AI芯片,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,回源公告、年报、订单、客户、产能、毛利率和现金流字段
600183,生益科技,2026-07-10,15:34:59,3628.86,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,存储链、高速互联,PCB、存储芯片,东方财富,2,L0/L1,价格、出货、客户绑定、测试/封测配套收入、速率升级、客户、订单、ASP、产能利用率,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足,AI产业链相关,已路由,存储链、高速互联,PCB、存储芯片,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,回源公告、年报、订单、客户、产能、毛利率和现金流字段
688820,盛合晶微,2026-07-10,15:34:59,3575.78,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,AI产业链相关,已初筛,先进封装,先进封装/晶圆级封装/系统级封装/封装测试,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/688820.phtml,2026-07-12,其它,中段硅片加工、晶圆级封装、芯粒多芯片集成封装等晶圆级先进封测服务,主营业务或公司类型出现“晶圆级封装”，可定位为先进封装/晶圆级封装/系统级封装/封装测试的直接供给或服务线索。,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。
601869,长飞光纤,2026-07-10,15:34:59,3436.05,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,AI产业链相关,已初筛,高速互联,光模块/光器件/光通信/PCB/高速连接,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/601869.phtml,2026-07-12,其它,"专注于通信行业,聚焦电信运营商和数据通信相关领域,致力于光纤预制棒、光纤和光缆以及数据通信相关产品的研发创新与生产制造,形成了棒纤缆、综合布线、通信网络工程和其他光通信产品一体化的完整产业链、相关多元化和国际化的业务模式。",主营业务或公司类型出现“光通信”，可定位为光模块/光器件/光通信/PCB/高速连接的直接供给或服务线索。,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。
688795,摩尔线程-U,2026-07-10,15:34:59,3294.94,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,计算芯片,AI芯片,东方财富,1,L0/L1,芯片出货、客户导入、国产替代、端侧/推理渗透,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足,AI产业链相关,已路由,计算芯片,AI芯片,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,回源公告、年报、订单、客户、产能、毛利率和现金流字段
688008,澜起科技,2026-07-10,15:34:59,3271.77,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,待二次归类、终端与具身智能,AIPC、人工智能,东方财富,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除,AI产业链相关,已路由,待二次归类、终端与具身智能,AIPC、人工智能,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源
