主层级,细分,来源网站,概念/题材,标的,代码,市场,来源页面,来源日期,来源等级,当前等级,第一变量,样本角色,下一步回源,证伪点,备注
待二次归类,人工智能,东方财富,人工智能,京东方Ａ,000725,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK0800,2026-07-05,B/C级页面线索,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除,页面可见成份股；未调用接口；需二次纯度清洗
待二次归类,人工智能,东方财富,人工智能,冠捷科技,000727,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK0800,2026-07-05,B/C级页面线索,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除,页面可见成份股；未调用接口；需二次纯度清洗
工具链与基础软件,边缘计算,东方财富,边缘计算,*ST华闻,000793,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK0860,2026-07-05,B/C级页面线索,L0/L1,部署量、客户、收入、云边协同成本,细分候选/组内补漏,回源年报、IR、产品价格、客户案例和收入/续费字段,只有发布会/题材标签，未形成付费、续费、合同或收入验证,页面可见成份股；未调用接口
终端与具身智能,机器人执行器,东方财富,机器人执行器,英洛华,000795,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1145,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口
终端与具身智能,减速器,东方财富,减速器,英洛华,000795,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1100,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口
终端与具身智能,机器人概念,东方财富,机器人概念,英洛华,000795,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1090,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口；需二次纯度清洗
待二次归类,人工智能,东方财富,人工智能,四川九洲,000801,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK0800,2026-07-05,B/C级页面线索,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除,页面可见成份股；未调用接口；需二次纯度清洗
待二次归类,人工智能,东方财富,人工智能,创维数字,000810,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK0800,2026-07-05,B/C级页面线索,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除,页面可见成份股；未调用接口；需二次纯度清洗
待二次归类,人工智能,东方财富,人工智能,航锦科技,000818,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK0800,2026-07-05,B/C级页面线索,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除,页面可见成份股；未调用接口；需二次纯度清洗
工具链与基础软件,边缘计算,东方财富,边缘计算,航锦科技,000818,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK0860,2026-07-05,B/C级页面线索,L0/L1,部署量、客户、收入、云边协同成本,细分候选/组内补漏,回源年报、IR、产品价格、客户案例和收入/续费字段,只有发布会/题材标签，未形成付费、续费、合同或收入验证,页面可见成份股；未调用接口
终端与具身智能,机器人概念,东方财富,机器人概念,ST京机,000821,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1090,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口；需二次纯度清洗
待二次归类,人工智能,东方财富,人工智能,ST京机,000821,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK0800,2026-07-05,B/C级页面线索,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除,页面可见成份股；未调用接口；需二次纯度清洗
待二次归类,人工智能,东方财富,人工智能,*ST启环,000826,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK0800,2026-07-05,B/C级页面线索,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除,页面可见成份股；未调用接口；需二次纯度清洗
终端与具身智能,机器人执行器,东方财富,机器人执行器,秦川机床,000837,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1145,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口
终端与具身智能,减速器,东方财富,减速器,秦川机床,000837,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1100,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口
终端与具身智能,人形机器人,东方财富,人形机器人,秦川机床,000837,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1184,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口
终端与具身智能,机器人概念,东方财富,机器人概念,秦川机床,000837,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1090,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口；需二次纯度清洗
待二次归类,人工智能,东方财富,人工智能,国安股份,000839,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK0800,2026-07-05,B/C级页面线索,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除,页面可见成份股；未调用接口；需二次纯度清洗
数据层,AI语料,东方财富,AI语料,国安股份,000839,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1172,2026-07-05,B/C级页面线索,L0/L1,数据授权、采集/清洗、客户、合规与付费,细分候选/组内补漏,回源年报、IR、产品价格、客户案例和收入/续费字段,只有发布会/题材标签，未形成付费、续费、合同或收入验证,页面可见成份股；未调用接口
终端与具身智能,机器人概念,东方财富,机器人概念,冀东装备,000856,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1090,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口；需二次纯度清洗
终端与具身智能,机器人执行器,东方财富,机器人执行器,中鼎股份,000887,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1145,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口
终端与具身智能,减速器,东方财富,减速器,中鼎股份,000887,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1100,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口
终端与具身智能,人形机器人,东方财富,人形机器人,中鼎股份,000887,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1184,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口
终端与具身智能,机器人概念,东方财富,机器人概念,中鼎股份,000887,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1090,2026-07-05,B/C级页面线索,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,页面可见成份股；未调用接口；需二次纯度清洗
供配电与温控,液冷概念,东方财富,液冷概念,中鼎股份,000887,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK1138,2026-07-05,B/C级页面线索,L0/L1,订单、交付、收入确认、OCF和客户结构,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足,页面可见成份股；未调用接口
待二次归类,人工智能,东方财富,人工智能,欢瑞世纪,000892,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK0800,2026-07-05,B/C级页面线索,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除,页面可见成份股；未调用接口；需二次纯度清洗
工具链与基础软件,边缘计算,东方财富,边缘计算,津滨发展,000897,A股-深市,https://quote.eastmoney.com/center/boardlist.html#boards2-90.BK0860,2026-07-05,B/C级页面线索,L0/L1,部署量、客户、收入、云边协同成本,细分候选/组内补漏,回源年报、IR、产品价格、客户案例和收入/续费字段,只有发布会/题材标签，未形成付费、续费、合同或收入验证,页面可见成份股；未调用接口
