"kind","name","status","wiki_path","wiki_sync_status","wiki_skip_reason","score","action","has_industry_logic","has_valuation_funds","has_technical_structure","has_score_reason","has_evidence_source","has_history","has_next_trigger","pending_reason","sample_reason","evidence_path","sample_confidence","confidence_reason","is_a_qualified","a_gap_reason","has_global_anchor","has_ashare_anchor","has_elasticity_or_counterexample","parent_topic","sample_role","blocker_type","has_davis_path","technical_source","technical_tool","technical_arguments","technical_structured_ready","technical_actual_source","technical_fallback_used","technical_confidence","technical_warnings","technical_cross_source_validated","technical_cross_source_ok"
"topic","AI产业链 - CMP pad","已评分","topics/AI产业链 - CMP pad.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","58","持有","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 TSMC、A 股承接锚 安集科技 与弹性/反证样本 Samsung Foundry。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - CMP pad","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 前驱体 ／ 特气","已评分","topics/AI产业链 - 前驱体 ／ 特气.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","58","持有","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 TSMC、A 股承接锚 安集科技 与弹性/反证样本 Samsung Foundry。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 前驱体 ／ 特气","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 化合物半导体衬底","已评分","topics/AI产业链 - 化合物半导体衬底.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","58","持有","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 TSMC、A 股承接锚 安集科技 与弹性/反证样本 Samsung Foundry。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 化合物半导体衬底","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - InP ／ GaAs 外延与晶圆","已评分","topics/AI产业链 - InP ／ GaAs 外延与晶圆.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","58","持有","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 TSMC、A 股承接锚 安集科技 与弹性/反证样本 Samsung Foundry。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - InP ／ GaAs 外延与晶圆","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - HBM","已评分","topics/AI产业链 - HBM.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","74","持有","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 SK hynix、A 股承接锚 澜起科技 与弹性/反证样本 Samsung Electronics。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","A","当前题材卡已经能回挂到项目内正式总表、周评分和三层理由，样本链完整度高于多数细分。","否","当前未通过正式A门槛，主要受 技术直连未复核 约束。","是","是","是","AI产业链 - HBM","细分评分主体","技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - DDR ／ LPDDR","已评分","topics/AI产业链 - DDR ／ LPDDR.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","67","持有","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 SK hynix、A 股承接锚 澜起科技 与弹性/反证样本 Samsung Electronics。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","A","当前题材卡已经能回挂到项目内正式总表、周评分和三层理由，样本链完整度高于多数细分。","否","当前未通过正式A门槛，主要受 技术直连未复核 约束。","是","是","是","AI产业链 - DDR ／ LPDDR","细分评分主体","技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - GDDR","已评分","topics/AI产业链 - GDDR.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","67","持有","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 SK hynix、A 股承接锚 澜起科技 与弹性/反证样本 Samsung Electronics。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","A","当前题材卡已经能回挂到项目内正式总表、周评分和三层理由，样本链完整度高于多数细分。","否","当前未通过正式A门槛，主要受 技术直连未复核 约束。","是","是","是","AI产业链 - GDDR","细分评分主体","技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - NAND Flash","已评分","topics/AI产业链 - NAND Flash.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","67","持有","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 SK hynix、A 股承接锚 澜起科技 与弹性/反证样本 Samsung Electronics。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","A","当前题材卡已经能回挂到项目内正式总表、周评分和三层理由，样本链完整度高于多数细分。","否","当前未通过正式A门槛，主要受 技术直连未复核 约束。","是","是","是","AI产业链 - NAND Flash","细分评分主体","技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - SSD","已评分","topics/AI产业链 - SSD.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","67","持有","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 SK hynix、A 股承接锚 澜起科技 与弹性/反证样本 Samsung Electronics。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","A","当前题材卡已经能回挂到项目内正式总表、周评分和三层理由，样本链完整度高于多数细分。","否","当前未通过正式A门槛，主要受 技术直连未复核 约束。","是","是","是","AI产业链 - SSD","细分评分主体","技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 企业级存储模组","已评分","topics/AI产业链 - 企业级存储模组.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","67","持有","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 SK hynix、A 股承接锚 澜起科技 与弹性/反证样本 Samsung Electronics。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","A","当前题材卡已经能回挂到项目内正式总表、周评分和三层理由，样本链完整度高于多数细分。","否","当前未通过正式A门槛，主要受 技术直连未复核 约束。","是","是","是","AI产业链 - 企业级存储模组","细分评分主体","技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 存储控制器","已评分","topics/AI产业链 - 存储控制器.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","67","持有","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 SK hynix、A 股承接锚 澜起科技 与弹性/反证样本 Samsung Electronics。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","A","当前题材卡已经能回挂到项目内正式总表、周评分和三层理由，样本链完整度高于多数细分。","否","当前未通过正式A门槛，主要受 技术直连未复核 约束。","是","是","是","AI产业链 - 存储控制器","细分评分主体","技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - CXL 相关扩展存储","已评分","topics/AI产业链 - CXL 相关扩展存储.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","67","持有","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 SK hynix、A 股承接锚 澜起科技 与弹性/反证样本 Samsung Electronics。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","A","当前题材卡已经能回挂到项目内正式总表、周评分和三层理由，样本链完整度高于多数细分。","否","当前未通过正式A门槛，主要受 技术直连未复核 约束。","是","是","是","AI产业链 - CXL 相关扩展存储","细分评分主体","技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
